0000000000000000000000000000000000000000 count 8 age -9221414473 sec
    Node 7689e5d1c9743123a8fdbe485ede47d8b35c95d5 [2600:8800:6800:578:ed7c:af07:8db9:ccf5]:4880 age -9221414473 [expired]
    Node 629ef24968cfbf6e52bdd560123083c027777f34 [2001:41d0:303:4814::]:37978 age -9221414473 [expired]
    Node 6f675a58c758655694714376dfc5ce325b45ca16 [2a01:e0a:1aa:2090:9db5:71ad:bc08:e0a4]:4190 age -9221414473 [expired]
    Node 6809bb9f33bbf054f9292bc6575147a8cc71bd9a [2001:41d0:401:3100::2900]:4246 age -9221414473 [expired]
    Node 515c7aaf7904dfe96b75ce6dc60a356ac24f07cd [2001:41d0:303:67d2::]:4244 age -9221414473 [expired]
    Node 5119e11f3efbcd4e929569de0096a1df872a86e1 [2606:2e00:0:b0::a01e]:4225 age -9221414473 [expired]
    Node 44fd78bf5de5cfc4466bfbdfb74099f9158bdc9a [2a04:4540:6523:5000:ef27:52d4:283a:188b]:7056 age -9221414473 [expired]
    Node 48b1b31422d7a5e89c0eb78aff1109f4019af7c4 [2001:41d0:303:67d2::]:4223 age -9221414473 [expired]
8000000000000000000000000000000000000000 count 8 age -9221414473 sec
    Node 9da5a829febc32e08cefcb74162465c751b4b469 [2001:41d0:401:3100::2900]:4235 age -9221414473 [expired]
    Node 9cb64667fbf813316a70a2f5e044c7557a7b3012 [2a01:e35:2f5a:d740:2824:78a7:a4b1:a478]:5146 age -9221414473 [expired]
    Node 959c7003f45d73153c75d041e763a481110b8d1a [2001:41d0:303:67d2::]:4233 age -9221414473 [expired]
    Node 934da289f755518d437e10b21ef4f7d50dbf2823 [2001:41d0:303:4814::]:40161 age -9221414473 [expired]
    Node 9230c6792130faab13c053e3f079d80a9c7a9a97 [2607:5300:201:3000::29cc]:4252 age -9221414473 [expired]
    Node 8e11b383e9f6814c33c981fd37539b6912ec675a [2607:fad8:0:1::3]:4233 age -9221414473 [expired]
    Node 8b6a81e16c73ffbc477166284892cbb91c44dc89 [2607:fad8:0:1::]:4248 age -9221414473 [expired]
    Node 863793850c498638da51c0f5a80a16319623df00 [2a00:23c5:c184:8700:a743:d0b8:fa95:3913]:5768 age -9221414473 [expired]

