0000000000000000000000000000000000000000 count 8 age -9221784922 sec
    Node 50ae1a316e14f53543c24297b3acfba105cecfe4 [2001:41d0:303:4814::]:34205 age -9221784922 [expired]
    Node 5bc8089a35cd49045753dfef2f7d70908424bd92 [2001:41d0:303:67d2::]:4229 age -9221784922 [expired]
    Node 5b0ce4e46003d5c70ae0712483347e0d36e09119 [2001:41d0:401:3100::2900]:4250 age -9221784922 [expired]
    Node 5ab272c470c8f02803a046e9f4e7ace12fed3aad [2804:14d:72a4:9059:9473:990d:f4ae:43ad]:5422 age -9221784922 [expired]
    Node 5a8f5029f2be13e7455b503bc87ceb87c4839b76 [2003:de:5f37:9800:1c89:1320:45fc:31cb]:5906 age -9221784922 [expired]
    Node 5a13bd38b3b5e834293711cf833cc6a422bfa595 [2001:41d0:401:3100::2900]:4247 age -9221784922 [expired]
    Node 58ef923a64e021adce47bf5e50cc5f38193cac3d [2001:41d0:303:67d2::]:4226 age -9221784922 [expired]
    Node 58ca9e12380eadfec91af377c2cc1157102a6136 [2001:981:a72c:1:a4e1:b102:c3d3:e7c2]:5080 age -9221784922 [expired]
8000000000000000000000000000000000000000 count 0 age -9221784922 sec

