0000000000000000000000000000000000000000 count 8 age -9220941614 sec
    Node 37508454b888ab82455a6792f00a894cc094b970 [2607:fad8:0:1::]:4231 age -9220941614 [expired]
    Node 36288325a97ad58a478d4f6e3ffbb77df8b98492 [2003:cb:6713:8de3:82ee:73ff:fe83:808e]:7266 age -9220941614 [expired]
    Node 3460d9d0fd1f9239168cfbe5965e16fc75603ce5 [2607:fad8:0:1::]:4226 age -9220941614 [expired]
    Node 300b3d9c85b22b89ad5a0f82f5c76bee9a2f73a6 [2607:fad8:0:1::3]:4237 age -9220941614 [expired]
    Node 3f559cbbfe64c38bc39169cb701b37bf10cd60ab [2001:41d0:403:3398::]:4240 age -9220941614 [expired]
    Node 3b390d048510e5e12060b816b8114eaca5c0fd27 [2001:41d0:403:3398::]:51557 age -9220941614 [expired]
    Node 3ae62f5487bce764087cce20d338d1ab1cb517b7 [2001:41d0:403:3398::]:4226 age -9220941614 [expired]
    Node 39fc6cab7e799c06b808ce6c90f489c254e7db68 [2a02:121f:5656:0:d4de:17b:cc34:c6a1]:7694 age -9220941614 [expired]
8000000000000000000000000000000000000000 count 8 age -9220941614 sec
    Node fb37dbdfbebb7fdc2880ee838562983463827515 [2607:fad8:0:1::]:4233 age -9220941614 [expired]
    Node fe56d798cc653d96bed8966996a7a9bd6802d3e7 [2001:470:1f09:1aa3:225:90ff:fee6:a3a6]:7924 age -9220941614 [expired]
    Node f6802c0f8b2eee0c91a38119b3db02ca24a1e0f6 [2607:fad8:0:1::3]:4222 age -9220941614 [expired]
    Node cdce8482d14910950a1e6fe58ebfdee3c87932e8 [2607:fad8:0:1::]:4230 age -9220941614 [expired]
    Node c5517ecdb27cdee4733ed36b43a0ed2eee98aa43 [2607:fad8:0:1::]:4228 age -9220941614 [expired]
    Node 967938c55cdd1d7e5e64eeb9bede6e97376db569 [2607:fad8:0:1::]:4227 age -9220941614 [expired]
    Node 8068f7823a4b9705eb565d10c0a01453b5b1fa21 [2607:fad8:0:1::]:4238 age -9220941614 [expired]
    Node 8439620a406b5760a36c2da26cd87ac6590d3512 [2607:fad8:0:1::]:4236 age -9220941614 [expired]

