0000000000000000000000000000000000000000 count 0 age -9221610523 sec
8000000000000000000000000000000000000000 count 8 age -9221610523 sec (cached)
    Node cdce8482d14910950a1e6fe58ebfdee3c87932e8 [2607:fad8:0:1::]:4230 age -9221610523 [expired]
    Node ede54f7f3c34f868e0bb31bd9e83bd982a2c789f [2001:41d0:303:67d2::]:4237 age -9221610523 [expired]
    Node ea6f3dc6ad25f146e7dbc16f94be210514a7c738 [2607:fad8:0:1::]:4244 age -9221610523 [expired]
    Node e404ab9178a8043ca9a0e83c763ede55785a7caf [2607:5300:201:3000::29cc]:4249 age -9221610523 [expired]
    Node e480eddfde781920da648d3c649549c2cd33f8da [2607:5300:201:3000::29cc]:4232 age -9221610523 [expired]
    Node e396eee30b7aca73628c8cb13bc56653855f31f6 [2a02:1206:456e:6540:a09c:6ed9:79fd:474b]:8244 age -9221610523 [expired]
    Node e1581b8185db707d9e2f33c5a55c66a324c3e4ba [2804:18:6c:40dc:bad5:fff8:3f4b:4743]:7530 age -9221610523 [expired]
    Node e0f4120bb2bfa976f4fb0b4cf84a822a69b0a95d [2607:5300:201:3000::29cc]:4226 age -9221610523 [expired]

