0000000000000000000000000000000000000000 count 8 age -9219549744 sec
    Node 6c9259247c8b54f79bca3e416e45ee744c9baff4 [2001:41d0:303:4814::]:4250 age -9219549744 [expired]
    Node 72f19b5632adbeab136ad99ffb19514809610e0f [2001:41d0:403:3398::]:57307 age -9219549744 [expired]
    Node 76b3cf633cd69c54a262147071872f701539ac69 [2a02:a03f:54a2:d600:adf7:7e0e:f078:bbd8]:7366 age -9219549744 [expired]
    Node 5b4a866c127fa7f018de415d1cc917951e1dc505 [2001:16b8:42b8:ce00:9190:91f:c9d0:d436]:4384 age -9219549744 [expired]
    Node 584a396a6b20a77becbc8ea5ba0934bbedfd923f [2607:fad8:4:6:1dc7:9bbd:5ed0:8f79]:5792 age -9219549744 [expired]
    Node 5ffb4348eef1eab2663c874ac81787579a1a2176 [2001:41d0:401:3100::2900]:4228 age -9219549744 [expired]
    Node 5d9706100b24c04c6eda3d7eb5da7bffd67f48b8 [2603:301b:1f00:b200:7d35:926b:aeba:f879]:4294 age -9219549744 [expired]
    Node 5d5b5a6ae7677dc3090b30f57a2d3c14d58a3889 [2a01:e34:ed88:c090:dafc:93ff:fe08:7ac3]:8246 age -9219549744 [expired]
8000000000000000000000000000000000000000 count 0 age -9219549744 sec

