0000000000000000000000000000000000000000 count 8 age -9219603747 sec
    Node 0b4a029920bc1a8a22e9d82d9fae0cd9fc032b63 [2607:5300:201:3000::29cc]:4236 age -9219603747 [expired]
    Node 09df59477d0a739a271e617cf1346004707c1c38 [2607:5300:201:3000::29cc]:4248 age -9219603747 [expired]
    Node 1275524668b15bc52674def19e99c13b48782b09 [2001:41d0:303:67d2::]:4235 age -9219603747 [expired]
    Node 112de2918c086cfa230f0f680be50ee6f63d8605 [2001:41d0:303:4814::]:59110 age -9219603747 [expired]
    Node 1e1f6f7d4de826b6fb653f409586f9d96b39e437 [2607:5300:201:3000::29cc]:4223 age -9219603747 [expired]
    Node 1f02f169ec3f8c96b8941d249ba98eb72418e27e [2601:2c7:c280:131e:3542:fab9:faa8:ffe7]:7380 age -9219603747 [expired]
    Node 1b54a15f281d6c562081d7ec184c02040b06fc3e [2607:fad8:0:1::3]:4242 age -9219603747 [expired]
    Node 1869543a5e3deda7d378cba879d31922eebd3daf [2607:5300:201:3000::29cc]:4250 age -9219603747 [expired]
8000000000000000000000000000000000000000 count 8 age -9219603747 sec
    Node d73bfdcd59c567c295382d8606d88acc4e0ee694 [2001:41d0:303:4814::]:4227 age -9219603747 [expired]
    Node d42a2fa3323d354b75594585f3bffefa0058e864 [2607:5300:201:3000::29cc]:4253 age -9219603747 [expired]
    Node de563c4c116bb276a85b5285996680ae00936f50 [2001:41d0:401:3100::2900]:4225 age -9219603747 [expired]
    Node cacd7e234246f0c7e4ba0c27de7bc8b75c8d2171 [2001:41d0:401:3100::2900]:4248 age -9219603747 [expired]
    Node c967068d9c932627a05b0ce4e4da1ba6e65d85a1 [2607:5300:201:3000::29cc]:4251 age -9219603747 [expired]
    Node fb9d8b02b7a1cf0c8e96e49041979746901987c3 [2607:fad8:4:6:d0b8:57:d023:e896]:6238 age -9219603747 [expired]
    Node e932b8a91b8eb2980838bfc129b7257e56639f39 [2603:3027:5d6::4a85]:8476 age -9219603747 [expired]
    Node eea64c8f437170f9a847de047148ad7c966ef850 [2001:41d0:303:4814::]:48244 age -9219603747 [expired]

