0000000000000000000000000000000000000000 count 8 age -9219921601 sec
    Node 63795beaca4a6b6323d4ad8d2d7f11f201a444ab [2607:fad8:4:6:79ae:ef45:1ffd:9022]:8482 age -9219921601 [expired]
    Node 62e773694dd06a686e4321018a671671901f94d9 [2001:41d0:303:67d2::]:4243 age -9219921601 [expired]
    Node 62f08e80082f47904fe4092896c0cf7a84607d38 [2607:5300:201:3000::29cc]:4230 age -9219921601 [expired]
    Node 6105b7180e2ac9d2e8aacc3f8dfdc78f7e6ece48 [2607:fad8:0:1::3]:4243 age -9219921601 [expired]
    Node 6139f176a3d3e52a3cd20b3af7eb926aec135963 [2607:fad8:0:1::3]:4225 age -9219921601 [expired]
    Node 664700ae6a7a1bd3b583c06dc1f00084d915ab3e [2001:41d0:303:67d2::]:4245 age -9219921601 [expired]
    Node 666aa5b1bed164da347a7f99deda8dc23ffd3ac3 [2607:fad8:4:6:79ae:ef45:1ffd:9022]:8090 age -9219921601 [expired]
    Node 6463534768b40361cc7434229935bdd0aff28ec3 [2607:fad8:0:1::]:4242 age -9219921601 [expired]
8000000000000000000000000000000000000000 count 4 age -9219921601 sec
    Node 82ff19e726f16c6f85f785a9ee4b294143893d71 [2607:5300:201:3000::29cc]:4244 age -9219921601 [expired]
    Node 8257b6a14246179e45002419f89c7c55a6e54073 [2602:306:ceec:cd9:4cc3:87ce:6195:dc40]:8302 age -9219921601 [expired]
    Node 812299f44c80f3755d0ff7abaf5a7ba645b42de0 [2607:fad8:0:1::3]:4252 age -9219921601 [expired]
    Node 80d3c54108db807cf6e9276c1f79226cb0954496 [2600:100f:b11a:9f6c:0:54:ea90:7101]:8584 age -9219921601 [expired]

