0000000000000000000000000000000000000000 count 8 age -9220925411 sec
    Node 454da900fd123806af885efbbeba0b6c3019b98a [2a01:e34:ee74:a550:c50e:7122:1a52:c29]:4388 age -9220925411 [expired]
    Node 7f2b6a939d39f4b8f85a1d4c52cfc56fd2091eba [2001:41d0:303:4814::]:58148 age -9220925411 [expired]
    Node 72afcabd8e3e1f114f3367111b3dacf0d9e78efd [2806:2f0:9140:8f47:35e0:b4fc:37c1:e8e2]:4016 age -9220925411 [expired]
    Node 6e41ad56805d16f506b8d6eae7389dc8a832a993 [2601:2c3:4280:1ab0:4d3d:eeda:ef52:a4c7]:5048 age -9220925411 [expired]
    Node 6f84e4aced7a3265b73ac9f61974f16c586f3038 [2001:41d0:303:4814::]:49873 age -9220925411 [expired]
    Node 6f675a58c758655694714376dfc5ce325b45ca16 [2a01:e0a:1aa:2090:112e:ca63:304:a237]:4190 age -9220925411 [expired]
    Node 6a005388e62f8a87198685a51ace16bef3d3eee4 [2001:41d0:303:4814::]:34896 age -9220925411 [expired]
    Node 63a30bcf2ee65d004346fb760b0dcbe81b287338 [2001:41d0:303:4814::]:44119 age -9220925411 [expired]
8000000000000000000000000000000000000000 count 8 age -9220925411 sec (cached)
    Node db0efcefae1298d04dec05f09488696a378f2bba [2601:801:4200:4f70:2460:3515:20eb:11ed]:5472 age -9220925411 [expired]
    Node 8cba97d56eb9ad9a4dbe52105489f64d22860562 [2001:41d0:303:67d2::]:4252 age -9220925411 [expired]
    Node 8b6a81e16c73ffbc477166284892cbb91c44dc89 [2607:fad8:0:1::]:4248 age -9220925411 [expired]
    Node 86d3da96804ef299cf79cadfabfec48407ab0b2e [2607:fad8:0:1::3]:4241 age -9220925411 [expired]
    Node 8439620a406b5760a36c2da26cd87ac6590d3512 [2607:fad8:0:1::]:4236 age -9220925411 [expired]
    Node 82943e7be2b8f4cd0ea63d9f1c97e3ee2ea09297 [2607:fad8:0:1::3]:4231 age -9220925411 [expired]
    Node 8068f7823a4b9705eb565d10c0a01453b5b1fa21 [2607:fad8:0:1::]:4238 age -9220925411 [expired]
    Node 812299f44c80f3755d0ff7abaf5a7ba645b42de0 [2607:fad8:0:1::3]:4252 age -9220925411 [expired]

