0000000000000000000000000000000000000000 count 8 age -9223143587 sec
    Node 5bc8089a35cd49045753dfef2f7d70908424bd92 [2001:41d0:303:67d2::]:4229 age -9223143587 [expired]
    Node 5d9706100b24c04c6eda3d7eb5da7bffd67f48b8 [2603:301b:1f00:b200:dd92:deca:cbf3:11d5]:7320 age -9223143587 [expired]
    Node 515c7aaf7904dfe96b75ce6dc60a356ac24f07cd [2001:41d0:303:67d2::]:4244 age -9223143587 [expired]
    Node 50a37e58c63a25a9310fdee40328b1940ba1c970 [2607:fad8:0:1::]:4235 age -9223143587 [expired]
    Node 5440b16f2256c886c9d6ae04928afbbaf78a715c [2001:41d0:303:67d2::]:4238 age -9223143587 [expired]
    Node 48b1b31422d7a5e89c0eb78aff1109f4019af7c4 [2001:41d0:303:67d2::]:4223 age -9223143587 [expired]
    Node 41aa4ff76a6958dcde60d7c3883d61ad559b0414 [2607:5300:201:3000::29cc]:4239 age -9223143587 [expired]
    Node 43ee6d168e84895e5446b41cbc20f095a7897c0e [2001:41d0:303:67d2::]:4227 age -9223143587 [expired]
8000000000000000000000000000000000000000 count 8 age -9223143587 sec
    Node cc1c645c1f145d5b965ff8263305fb21c67c584c [2409:8a55:4c81:ed90:a1d3:65de:ef7a:39ba]:8112 age -9223143587
    Node de71224b8fb49e61abb68ea64711106b77374cb5 [2607:5300:201:3000::29cc]:4222 age -9223143587 [expired]
    Node e661e0f4f63e38709e9bee16a4b990920c861886 [2001:41d0:303:4814::]:56236 age -9223143587 [expired]
    Node 8cba97d56eb9ad9a4dbe52105489f64d22860562 [2001:41d0:303:67d2::]:4252 age -9223143587 [expired]
    Node 8a125428fead8a6fadcefda76f5720cbf251d599 [2001:41d0:303:67d2::]:4240 age -9223143587 [expired]
    Node 9e9184d80bbe5142da38fddebd737b1f93e1cf04 [2001:41d0:303:4814::]:43418 age -9223143587 [expired]
    Node bca128b41b300b3d8fc17bd7e4339d0f92bc80e5 [2a01:cb00:4f4:7100:c981:b696:6c2d:957f]:5520 age -9223143587 [expired]
    Node b392a91bbb2d5919e5c7bb39ece79f7865016b6e [2001:41d0:303:67d2::]:4225 age -9223143587 [expired]

