0000000000000000000000000000000000000000 count 8 age -9219582744 sec
    Node 57696d76f90ea7e6d1354f314e68a7c2a9649fd3 [2a01:e0a:192:3bb0:151:bc4c:35c2:4848]:4320 age -9219582744 [expired]
    Node 54dbe62cab258b4d7abf075903cfd3af1fa7e0d7 [2607:5300:201:3000::29cc]:4243 age -9219582744 [expired]
    Node 5440b16f2256c886c9d6ae04928afbbaf78a715c [2001:41d0:303:67d2::]:4238 age -9219582744 [expired]
    Node 5bc8089a35cd49045753dfef2f7d70908424bd92 [2001:41d0:303:67d2::]:4229 age -9219582744 [expired]
    Node 584a396a6b20a77becbc8ea5ba0934bbedfd923f [2607:fad8:4:6:1dc7:9bbd:5ed0:8f79]:5792 age -9219582744 [expired]
    Node 5e90112da31bb863d4ac141ac23e1afc28757c6d [2607:fad8:0:1::]:4240 age -9219582744 [expired]
    Node 5ffb4348eef1eab2663c874ac81787579a1a2176 [2001:41d0:401:3100::2900]:4228 age -9219582744 [expired]
    Node 5d9706100b24c04c6eda3d7eb5da7bffd67f48b8 [2603:301b:1f00:b200:ed69:4c81:625:315c]:5658 age -9219582744 [expired]
8000000000000000000000000000000000000000 count 0 age -9219582744 sec

