0000000000000000000000000000000000000000 count 8 age -9219659409 sec
    Node 6e41ad56805d16f506b8d6eae7389dc8a832a993 [2601:2c3:4280:1ab0:449c:655a:7cd8:1545]:6064 age -9219659409 [expired]
    Node 6edcaa985f1806c751499c991e0145c0769d122d [2001:41d0:401:3100::2900]:4239 age -9219659409 [expired]
    Node 6f4288adfe5c4c813c9f0e9fa451ff0b67cd240f [2001:41d0:401:3100::2900]:4250 age -9219659409 [expired]
    Node 6f675a58c758655694714376dfc5ce325b45ca16 [2a01:e0a:1aa:2090:995f:37fa:994e:3ebb]:7836 age -9219659409 [expired]
    Node 6fc977f38fedf34c3d0288a6d9713e49099bf33d [2607:5300:201:3000::29cc]:4233 age -9219659409 [expired]
    Node 6c66632d4188b7d6ac17d132a4955066b1bc4574 [2001:41d0:303:4814::]:50075 age -9219659409 [expired]
    Node 6cdbe758f164303cc9c8034663a585635cc76ce2 [2001:41d0:303:4814::]:32901 age -9219659409 [expired]
    Node 6dbd6f7246eb75c62d50c55a72b0e73233a07426 [2607:fad8:0:1::]:4243 age -9219659409 [expired]
8000000000000000000000000000000000000000 count 8 age -9219659409 sec
    Node d091d1db77eb1078b570cf5d8a99fd4e9c139cf1 [2607:fad8:0:1::]:4239 age -9219659409 [expired]
    Node deed8737f6d301f391baa4d5f4205742e093c9a3 [2001:41d0:303:4814::]:50553 age -9219659409 [expired]
    Node d9fe0590f5430eece8827469ffccf066d75d4aa4 [2607:fad8:0:1::]:4249 age -9219659409 [expired]
    Node d932604132b0e7edaf44754bca89dcce5b5b84c3 [2607:fad8:0:1::]:4253 age -9219659409 [expired]
    Node c5517ecdb27cdee4733ed36b43a0ed2eee98aa43 [2607:fad8:0:1::]:4228 age -9219659409 [expired]
    Node c62f624249231ed83cb40a078967f6d65811b4e3 [2001:41d0:303:4814::]:59432 age -9219659409 [expired]
    Node cdc78ea3260675f4e5811b27c96e432c2d957ece [2607:fad8:4:6::37]:4222 age -9219659409 [expired]
    Node cdce8482d14910950a1e6fe58ebfdee3c87932e8 [2607:fad8:0:1::]:4230 age -9219659409 [expired]

