0000000000000000000000000000000000000000 count 4 age -9223154988 sec
    Node 3bc3805a50130ef46dd87cabea3a8542aff46e76 [2001:41d0:303:4814::]:48440 age -9223154988 [expired]
    Node 3e7438366ba5186e7fb3825973d94acf4ac671a4 [2001:41d0:303:67d2::]:4222 age -9223154988 [expired]
    Node 0f6397bd4b246d24b9fb0e4ea14c1b4e9b43c315 [2001:861:52c1:a510:a99c:b7dc:51e1:5664]:5496 age -9223154988 [expired]
    Node 07defbfb283ca4136ce90e2970a5fdec63ffba5b [2001:41d0:303:67d2::]:4232 age -9223154988 [expired]
8000000000000000000000000000000000000000 count 8 age -9223154988 sec
    Node c1d56fd43b1afa0aa0df27f0293e1e0b2f902066 [2a01:cb00:894b:d700:61d8:c54f:e72e:7891]:5040 age -9223154988 [expired]
    Node c02b393e669e9da486af2b37e61c1a845afffdb5 [2001:0:53aa:64c:3040:1bd2:6e00:5dbe]:4222 age -9223154988 [expired]
    Node c28739cf2ffb4ec26e6377d7752bec20646c9807 [2600:6c58:4f80:7f:44f9:584b:2ba8:3c06]:7326 age -9223154988 [expired]
    Node c5f15b9d194d9916ecf27e837e78450d5f2d89bc [2607:5300:201:3000::29cc]:4234 age -9223154988 [expired]
    Node c5b7e996a23af08ae1ed221162a1a20f9abc0454 [2607:fad8:0:1::3]:4229 age -9223154988 [expired]
    Node c4d17c9051bbca9eaa19e6a480134619ea9471ef [2607:fad8:4:6:5cc8:c41b:be7a:5407]:7740 age -9223154988 [expired]
    Node c7efd6cf655988ee339e4d7e0f90409c9732f4df [2601:602:cb80:5100:bc07:742:9617:b822]:7524 age -9223154988 [expired]
    Node c7dbb6b40ba9f3380507451f0373898567e2cd6d [2a02:578:85fd:500:ac98:696e:53bb:f37f]:4168 age -9223154988 [expired]

