0000000000000000000000000000000000000000 count 0 age -9220883406 sec
8000000000000000000000000000000000000000 count 8 age -9220883406 sec (cached)
    Node db121beb1d84575daed2fd1db4bfdc6dd25315f0 [2001:41d0:403:3398::]:40063 age -9220883406 [expired]
    Node 9d8c381eb8a2a4983b18b09e5b2725a34689a8b9 [2001:41d0:303:4814::]:45812 age -9220883406 [expired]
    Node 9fe8545c4104e951256e5083a27649a628543e90 [2607:5300:201:3000::29cc]:4229 age -9220883406 [expired]
    Node 9b66ece9c301e7d2514623074886d97f0e72c6be [2001:41d0:403:3398::]:52386 age -9220883406 [expired]
    Node 84b2ff28ac3b3e53711dda6a4d729f1d3118a5bd [2001:41d0:403:3398::]:35182 age -9220883406 [expired]
    Node 870347ab4a29517da38356cf49254122ab8bd2bc [2001:41d0:303:4814::]:47238 age -9220883406 [expired]
    Node 87d20ab230c4326ca845b4474ab224bc90e00662 [2002:6d7c:cdf6::6d7c:cdf6]:4974 age -9220883406 [expired]
    Node 8dd671f9c98e6c676b12422977aabd5be3cfb373 [2607:5300:201:3000::29cc]:4239 age -9220883406 [expired]

