0000000000000000000000000000000000000000 count 8 age -9219814449 sec
    Node 5ef0df18b1c953c51fea7bef557663aaed735ec2 [2a01:e34:ee0b:e2e0:c55f:15c0:e4db:325d]:6700 age -9219814449 [expired]
    Node 5d183cec7fc8b14e5a4b03505ab67d4f9487dac6 [2001:41d0:303:4814::]:44555 age -9219814449 [expired]
    Node 5bc8089a35cd49045753dfef2f7d70908424bd92 [2001:41d0:303:67d2::]:4229 age -9219814449 [expired]
    Node 57696d76f90ea7e6d1354f314e68a7c2a9649fd3 [2a01:e0a:192:3bb0:c54e:4bce:71b2:60ba]:4320 age -9219814449 [expired]
    Node 569ab0aaf36d9b9621e9a858fceaf72f70c6fc84 [2001:41d0:303:67d2::]:4251 age -9219814449 [expired]
    Node 5440b16f2256c886c9d6ae04928afbbaf78a715c [2001:41d0:303:67d2::]:4238 age -9219814449 [expired]
    Node 515c7aaf7904dfe96b75ce6dc60a356ac24f07cd [2001:41d0:303:67d2::]:4244 age -9219814449 [expired]
    Node 50a37e58c63a25a9310fdee40328b1940ba1c970 [2607:fad8:0:1::]:4235 age -9219814449 [expired]
8000000000000000000000000000000000000000 count 0 age -9219814449 sec

