0000000000000000000000000000000000000000 count 6 age -9220875004 sec
    Node 417220d03f4115059df5f97f4f4e48a628b9228b [2001:41d0:403:3398::]:33443 age -9220875004 [expired]
    Node 48b1b31422d7a5e89c0eb78aff1109f4019af7c4 [2001:41d0:303:67d2::]:4223 age -9220875004 [expired]
    Node 5d183cec7fc8b14e5a4b03505ab67d4f9487dac6 [2001:41d0:303:4814::]:44555 age -9220875004 [expired]
    Node 63a30bcf2ee65d004346fb760b0dcbe81b287338 [2001:41d0:303:4814::]:44119 age -9220875004 [expired]
    Node 6a005388e62f8a87198685a51ace16bef3d3eee4 [2001:41d0:303:4814::]:34896 age -9220875004 [expired]
    Node 6f675a58c758655694714376dfc5ce325b45ca16 [2a01:e0a:1aa:2090:e473:1c82:e7d2:5788]:4190 age -9220875004 [expired]
8000000000000000000000000000000000000000 count 8 age -9220875004 sec
    Node 967938c55cdd1d7e5e64eeb9bede6e97376db569 [2607:fad8:0:1::]:4227 age -9220875004 [expired]
    Node 94ca9b15e651a5561781d9d9b5febe7e06c7b3d1 [2a01:c22:7220:7bfc:905f:8210:12e4:cd70]:7582 age -9220875004 [expired]
    Node 959c7003f45d73153c75d041e763a481110b8d1a [2001:41d0:303:67d2::]:4233 age -9220875004 [expired]
    Node 92a322d8ef03cc6f1c9f7f679a5268191a4e24fd [2001:41d0:303:67d2::]:4241 age -9220875004 [expired]
    Node 92af43d350305acae5e79c1ac8d525c5aa10b417 [2001:41d0:403:3398::]:41694 age -9220875004 [expired]
    Node 9304a069b91f8c5d2a97bbe0d382d4247cee1e34 [2607:fad8:4:6:a744:e902:35e8:43c0]:5350 age -9220875004 [expired]
    Node 9324aab7ee7572b459635067de69de31c39744e5 [2003:da:2f3b:4100:a5d9:d2ab:1386:fec7]:4752 age -9220875004 [expired]
    Node 938b93567f1589257b59d6db8ac03816070914e7 [2a01:e0a:513:88e0:456:4ccb:81a1:8d05]:5268 age -9220875004 [expired]

