0000000000000000000000000000000000000000 count 8 age -9223263399 sec
    Node 4d15091e90adc9a8b65db43c50f1bbe6c31ec513 [2001:41d0:401:3100::2900]:4223 age -9223263399 [expired]
    Node 4c807e6e9b14b5aed4741025bd9c27ecd1e105be [2607:fad8:0:1::3]:4244 age -9223263399 [expired]
    Node 44397d7e051fc3fcb7df9bfcbcdcd863506f939f [2a01:e0a:3b4:5010:11c6:3832:4dda:7c27]:6672 age -9223263399 [expired]
    Node 475aaae4168e8ee3fa8e141dcd47c69da99ab309 [2607:fad8:4:6::37]:4223 age -9223263399 [expired]
    Node 41aa4ff76a6958dcde60d7c3883d61ad559b0414 [2607:5300:201:3000::29cc]:4239 age -9223263399 [expired]
    Node 43ee6d168e84895e5446b41cbc20f095a7897c0e [2001:41d0:303:67d2::]:4227 age -9223263399 [expired]
    Node 43c1265cc850976ebe8ed7154ba44d677fd55c91 [2607:5300:201:3000::29cc]:4225 age -9223263399 [expired]
    Node 423475ae8a4768fb6e1f8aeb60baa4e3c2fcf6e4 [2001:41d0:401:3100::2900]:4224 age -9223263399 [expired]
8000000000000000000000000000000000000000 count 0 age -9223263399 sec

