0000000000000000000000000000000000000000 count 8 age -9223238796 sec
    Node 41aa4ff76a6958dcde60d7c3883d61ad559b0414 [2607:5300:201:3000::29cc]:4239 age -9223238796 [expired]
    Node 43ee6d168e84895e5446b41cbc20f095a7897c0e [2001:41d0:303:67d2::]:4227 age -9223238796 [expired]
    Node 43c1265cc850976ebe8ed7154ba44d677fd55c91 [2607:5300:201:3000::29cc]:4225 age -9223238796 [expired]
    Node 43b53ba67090b1b81f61e31a3cddcf3403ed7ffb [2604:6000:8744:6a00:654e:aef4:57c3:2d2e]:5270 age -9223238796 [expired]
    Node 43a702bc972ee62ab325ca84bc3f5c2bb0b10565 [2001:18c0:49f:7c00:34e3:7473:7a0e:90]:6878 age -9223238796 [expired]
    Node 423475ae8a4768fb6e1f8aeb60baa4e3c2fcf6e4 [2001:41d0:401:3100::2900]:4224 age -9223238796 [expired]
    Node 515c7aaf7904dfe96b75ce6dc60a356ac24f07cd [2001:41d0:303:67d2::]:4244 age -9223238796 [expired]
    Node 50a37e58c63a25a9310fdee40328b1940ba1c970 [2607:fad8:0:1::]:4235 age -9223238796 [expired]
8000000000000000000000000000000000000000 count 0 age -9223238796 sec

