0000000000000000000000000000000000000000 count 0 age -9220944614 sec
8000000000000000000000000000000000000000 count 8 age -9220944614 sec
    Node f301685e8e017c5829c9e3b2f980f393cd38a898 [2607:fad8:0:1::]:4247 age -9220944614 [expired]
    Node f3173d6306a6867ffb4fde8c2c4b3b3f4e5f2f36 [2607:fad8:4:6:ca5b:76ff:fe9e:fd62]:5206 age -9220944614 [expired]
    Node f1ed0823a4915f0e81476b3b685e5360e277447c [2404:7a82:3a1:6200:b05b:d2be:d2eb:c4ba]:5750 age -9220944614 [expired]
    Node f121ea589271ba247734b67c98775d058ada1442 [2001:41d0:303:67d2::]:4224 age -9220944614 [expired]
    Node f6802c0f8b2eee0c91a38119b3db02ca24a1e0f6 [2607:fad8:0:1::3]:4222 age -9220944614 [expired]
    Node f5ae0eb3b54ca57d4964194cd6c347c60eda95bc [2a01:e34:ee0b:e2e0:b099:5fc6:91b8:b75f]:7718 age -9220944614 [expired]
    Node f4e15a1454a30453fd1693c2dcaa7cf2e8737a27 [2a01:e0a:292:2a80:efdc:fe3c:8c3f:8a0c]:4562 age -9220944614 [expired]
    Node f4095e0fef322e2a0e0c9ffac71a2896138e0d21 [2607:fad8:0:1::3]:4234 age -9220944614 [expired]

