0000000000000000000000000000000000000000 count 0 age -9221596122 sec
8000000000000000000000000000000000000000 count 8 age -9221596122 sec
    Node f9e3decd16d4f389d312dde03b8bc1ef58db843f [2001:41d0:401:3100::2900]:4251 age -9221596122 [expired]
    Node eaf99e5f6b9d165b1715b788dff3eaa189db4a6a [2001:41d0:401:3100::2900]:4245 age -9221596122 [expired]
    Node e5a2c99651365ad644d3247dc68625eb69ae8895 [2001:41d0:401:3100::2900]:4237 age -9221596122 [expired]
    Node d886645df3ee0298f22665337d998ce3f367234a [2001:41d0:303:4814::]:53448 age -9221596122 [expired]
    Node d8bbf4ac7f207617c29bef2a81ee6b4a55679225 [2001:41d0:401:3100::2900]:4233 age -9221596122 [expired]
    Node d5c31e0b97d859755fc58018a431828c11c460fa [2001:41d0:401:3100::2900]:4248 age -9221596122 [expired]
    Node ce5397e50a431113fa4f1f933984cc3218c4dbc0 [2001:41d0:401:3100::2900]:4231 age -9221596122 [expired]
    Node cae2243b0f3a08758e4acbda7c2c06fe86b8b1e7 [2001:41d0:401:3100::2900]:4223 age -9221596122 [expired]

