0000000000000000000000000000000000000000 count 0 age -9220950615 sec
8000000000000000000000000000000000000000 count 8 age -9220950615 sec (cached)
    Node d99fd67cd0e70dc2a766d7db4922d66c72abf780 [2408:805f:d245:2cf0:1e26:41df:95cd:3ac3]:4714 age -9220950615 [expired]
    Node d8bbf4ac7f207617c29bef2a81ee6b4a55679225 [2001:41d0:401:3100::2900]:4233 age -9220950615 [expired]
    Node d9fe0590f5430eece8827469ffccf066d75d4aa4 [2607:fad8:0:1::]:4249 age -9220950615 [expired]
    Node dee99747c18f0d46dc97d2a3b531af945a6bce7d [2607:5300:201:3000::29cc]:4235 age -9220950615 [expired]
    Node de6115b728513d86eec15164fc5494cb65688df3 [2607:fad8:4:6:502:9248:6d2b:f98b]:7092 age -9220950615 [expired]
    Node df9c817a1f2b7e3af88f2d3002bc5d4d65a2e0fa [2607:5300:201:3000::29cc]:4227 age -9220950615 [expired]
    Node dc8557ee321049b0544194a320dbb5daa7729cd7 [2001:41d0:303:4814::]:49314 age -9220950615 [expired]
    Node dd71877de4a4e0aea6b6aea4eec6f4ab8d9e5b8c [2001:569:fbbd:ab00:2931:63b6:7c38:6f2a]:6960 age -9220950615 [expired]

