0000000000000000000000000000000000000000 count 8 age -9219658809 sec
    Node 7b690c77ad698b6cb981fa4427d7d3e3661ec500 [2001:41d0:401:3100::2900]:4235 age -9219658809 [expired]
    Node 7b2acc621f8bf5f0b2868e7e5f5cdf57935bba13 [2607:fad8:0:1::3]:4226 age -9219658809 [expired]
    Node 7f7914b47c59351cd4feb313cf528485269c2081 [2607:5300:201:3000::29cc]:4240 age -9219658809 [expired]
    Node 7f140bd8859d802e6fc64223a3a9ba95695d3314 [2607:fad8:0:1::3]:4236 age -9219658809 [expired]
    Node 7e7f7f765ecd0bb82119cd1e7168e2724738f060 [2607:fad8:0:1::]:4224 age -9219658809 [expired]
    Node 7329ee68e5b7bf8ba4c0a91fb58f1ba33babb6ef [2001:41d0:303:4814::]:40892 age -9219658809 [expired]
    Node 7220825608e7c1bf377959d782ce9d3e621f0e6c [2607:fad8:0:1::3]:4239 age -9219658809 [expired]
    Node 70a41126513727c0118eaa8fa51ce28624749b24 [2001:41d0:303:67d2::]:4247 age -9219658809 [expired]
8000000000000000000000000000000000000000 count 0 age -9219658809 sec

