0000000000000000000000000000000000000000 count 8 age -9221834729 sec
    Node 7baf06935a2a5a90190872c48003aa8fcc3a5a40 [2001:41d0:401:3100::2900]:4225 age -9221834729 [expired]
    Node 7f7914b47c59351cd4feb313cf528485269c2081 [2607:5300:201:3000::29cc]:4240 age -9221834729 [expired]
    Node 50a37e58c63a25a9310fdee40328b1940ba1c970 [2607:fad8:0:1::]:4235 age -9221834729 [expired]
    Node 515c7aaf7904dfe96b75ce6dc60a356ac24f07cd [2001:41d0:303:67d2::]:4244 age -9221834729 [expired]
    Node 5777e7b0ec904b53a9d758d198e850ce915d369e [2a01:e35:2f47:80e0:baee:65ff:fed1:7993]:4156 age -9221834729 [expired]
    Node 5440b16f2256c886c9d6ae04928afbbaf78a715c [2001:41d0:303:67d2::]:4238 age -9221834729 [expired]
    Node 58ef923a64e021adce47bf5e50cc5f38193cac3d [2001:41d0:303:67d2::]:4226 age -9221834729 [expired]
    Node 5e90112da31bb863d4ac141ac23e1afc28757c6d [2607:fad8:0:1::]:4240 age -9221834729 [expired]
8000000000000000000000000000000000000000 count 0 age -9221834729 sec

