0000000000000000000000000000000000000000 count 8 age -9219598947 sec
    Node 57696d76f90ea7e6d1354f314e68a7c2a9649fd3 [2a01:e0a:192:3bb0:151:bc4c:35c2:4848]:4320 age -9219598947 [expired]
    Node 50a37e58c63a25a9310fdee40328b1940ba1c970 [2607:fad8:0:1::]:4235 age -9219598947 [expired]
    Node 517f17c288c8e8968ed8b5a7b22d80e362e00dbc [2001:41d0:303:4814::]:4233 age -9219598947 [expired]
    Node 515c7aaf7904dfe96b75ce6dc60a356ac24f07cd [2001:41d0:303:67d2::]:4244 age -9219598947 [expired]
    Node 58ef923a64e021adce47bf5e50cc5f38193cac3d [2001:41d0:303:67d2::]:4226 age -9219598947 [expired]
    Node 5adc10888c70f183294cc7cd03d4a3d0aa731f23 [2600:1700:e741:cb30:11ac:e5ed:5c94:6d9d]:5136 age -9219598947 [expired]
    Node 5a92c10fb5b3377f3306b09c9e23a3fbedbbf3c6 [2607:5300:201:3000::29cd]:4228 age -9219598947 [expired]
    Node 5bc8089a35cd49045753dfef2f7d70908424bd92 [2001:41d0:303:67d2::]:4229 age -9219598947 [expired]
8000000000000000000000000000000000000000 count 0 age -9219598947 sec

