0000000000000000000000000000000000000000 count 0 age -9223122584 sec
8000000000000000000000000000000000000000 count 8 age -9223122584 sec
    Node deed8737f6d301f391baa4d5f4205742e093c9a3 [2001:41d0:303:4814::]:50553 age -9223122584 [expired]
    Node de71224b8fb49e61abb68ea64711106b77374cb5 [2607:5300:201:3000::29cc]:4222 age -9223122584 [expired]
    Node da078f1f9b81f74f171a67707515ee581f5575f0 [2001:41d0:401:3100::2900]:4244 age -9223122584 [expired]
    Node dbbdff858a1c542d3305258fa1fd42412f2c64f5 [2001:41d0:401:3100::2900]:4234 age -9223122584 [expired]
    Node d778ac56274e4cf04d94a1bbeb8b1258a1dda378 [2607:5300:201:3000::29cc]:4238 age -9223122584 [expired]
    Node d5af402fe30b1b6ee001db31b237114df1969344 [2607:5300:201:3000::29cc]:4223 age -9223122584 [expired]
    Node d091d1db77eb1078b570cf5d8a99fd4e9c139cf1 [2607:fad8:0:1::]:4239 age -9223122584 [expired]
    Node d0065d49aa2a74d21ed13a7b300e2911eed09a14 [2a01:e0a:501:ef90:ec2c:8db8:e8e9:4201]:5098 age -9223122584 [expired]

