0000000000000000000000000000000000000000 count 0 age -9223133987 sec
8000000000000000000000000000000000000000 count 8 age -9223133987 sec
    Node c98ed54d59faca4c767aabc7d7b0623c3f5ec224 [2a01:e0a:307:2c60:cb5e:2980:b670:f0fb]:8312 age -9223133987 [expired]
    Node c472c44b536831159a5476c4ab9fd5c29dee7841 [2607:5300:201:3000::29cc]:4236 age -9223133987 [expired]
    Node c5b7e996a23af08ae1ed221162a1a20f9abc0454 [2607:fad8:0:1::3]:4229 age -9223133987 [expired]
    Node c5f15b9d194d9916ecf27e837e78450d5f2d89bc [2607:5300:201:3000::29cc]:4234 age -9223133987 [expired]
    Node c5517ecdb27cdee4733ed36b43a0ed2eee98aa43 [2607:fad8:0:1::]:4228 age -9223133987 [expired]
    Node c314c60deb5e9bcbfbc007e968ba690a2903bfa0 [2001:41d0:401:3100::2900]:4246 age -9223133987 [expired]
    Node d2d42c8e7ede51f17844c63b6ffea8c4469479a8 [2607:ea00:107:3c07:4423:57d6:7e4a:73ea]:5480 age -9223133987 [expired]
    Node d0bc912fdf965c2e1f2be3eddbd9587d9d398f4f [2607:fad8:4:6:546f:8514:8e42:82f0]:6812 age -9223133987 [expired]

