0000000000000000000000000000000000000000 count 8 age -9223112662 sec
    Node 04914ebe1dcd31ac69c8acde361e741abed5919b [2607:fad8:0:1::]:4245 age -9223112662 [expired]
    Node 0441cacda5ddbc7f8d1ca8e4f083e3bccb9853af [2607:fad8:0:1::]:4225 age -9223112662 [expired]
    Node 0584468588ca884767c939b05281c1d74c0e6f31 [2001:41d0:303:4814::]:35625 age -9223112662 [expired]
    Node 024b65a71542d1e1a2402a631c2b72c2636aef59 [2001:41d0:303:4814::]:44137 age -9223112662 [expired]
    Node 00ac8b6372c2af6b9ce0d297959a7f45d295f3d1 [2001:985:3bfd:1:88d3:7de2:b466:b8dc]:7366 age -9223112662 [expired]
    Node 00a965a16f10b413ce071f7cd5198f857257bb2a [2803:9400:3:10c6:d4e7:5c78:9bcf:e30]:5412 age -9223112662 [expired]
    Node 000cfc267757c8bf890272378cb631fb1fc8d8bc [2607:fad8:0:1::]:4250 age -9223112662 [expired]
    Node 011bdf10d592d06b7a54ab32b8c696a8cda19bb1 [2001:0:53aa:64c:3841:798c:8430:9abd]:4222 age -9223112662 [expired]
8000000000000000000000000000000000000000 count 0 age -9223112662 sec

