0000000000000000000000000000000000000000 count 0 age -9221594921 sec
8000000000000000000000000000000000000000 count 8 age -9221594921 sec (cached)
    Node c5f15b9d194d9916ecf27e837e78450d5f2d89bc [2607:5300:201:3000::29cc]:4234 age -9221594921 [expired]
    Node de71224b8fb49e61abb68ea64711106b77374cb5 [2607:5300:201:3000::29cc]:4222 age -9221594921 [expired]
    Node dd71877de4a4e0aea6b6aea4eec6f4ab8d9e5b8c [2001:569:fbbd:ab00:c5a5:beec:714c:33f2]:5590 age -9221594921 [expired]
    Node d8bbf4ac7f207617c29bef2a81ee6b4a55679225 [2001:41d0:401:3100::2900]:4233 age -9221594921 [expired]
    Node d886645df3ee0298f22665337d998ce3f367234a [2001:41d0:303:4814::]:53448 age -9221594921 [expired]
    Node d8732771e91027944741d4a7d9e418763a094416 [2607:fad8:4:6:451f:d932:dc08:8063]:6694 age -9221594921 [expired]
    Node d9fe0590f5430eece8827469ffccf066d75d4aa4 [2607:fad8:0:1::]:4249 age -9221594921 [expired]
    Node d932604132b0e7edaf44754bca89dcce5b5b84c3 [2607:fad8:0:1::]:4253 age -9221594921 [expired]

